title,job_description
project manager,national instruments title project manager term full time location yerevan armenia job description position involves aspects management global engineering projects project includes software development hardware development integration software hardware system level project spans whole engineering cycle design development deployment maintenance job responsibilities coordinate manage schedules global teams communicate align business operations sales resources work account manager technical team well customers define track project details work directly customer 3rd party vendors understand operational needs define document similarities across opportunity streamline processes simultaneously define repeatable processes also flexibility make quick decisions meet aggressive deadlines develop understanding global operations order make recommendations deliver based opportunity needs required qualifications university degree preferably technical field ability manage multiple projects simultaneously certification project management plus good knowledge english russian languages ability frequent travel application procedures interested candidates asked send resume employmentarmenia please indicate project manager email subject please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 02 april 2014 application deadline 01 may 2014 company national instruments develops computerbased products measurement automation applications headquartered austin texas information please visit wwwnicom place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
project manager,center agribusiness rural development card foundation title project manager term full time open eligibility criteria interested qualified candidates duration long term location yerevan armenia job description project manager manage usaidfunded projects rural economic development areas job responsibilities lead administrative programmatic operational implementation projects manage relations partners subgrantees international local coordinate project activities among diverse group stakeholders beneficiaries including limited target community leadership public private organizations operating communities related government bodies international donor community supervise ensure timely project implementation technical reliability monitor project activities ensure quality compliance donor requirements make sure necessary regulatory compliance directives implemented proper policies procedures enforced recommend policies procedures improve project implementation efficiency quality supervise project staff assign roles responsibilities manage performance interface appropriate stakeholder officials facilitate external interactions project participants partners coordinate activities partners subgrantees way creates synergy take responsibility reporting donors card management demonstrate diplomacy leadership foster atmosphere teamwork productivity creativity fairness equity innovation coordinate work designated activity leaders required qualifications masters degree least five years relevant experience desirably us government world bank eu funded projects good knowledge international donor regulations procurement procedures systems managing project multiple partners customers strong people management skills ability provide guidance support strong communication oral written strong interpersonal skills ability develop excellent relations donor officials key local stakeholders demonstrated knowledge armenias rural sector socioeconomic conditions government donor community policies economic development rural armenia excellent oral written communication skills english language application procedures please send cover letter cv highlighting relevant experience cardjobs deliver hard copy card office 12140 azatutyan avenue please clearly indicate position apply phone calls please selected eligible candidates contacted interview please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 08 april 2014 application deadline 22 april 2014 1800 company card impactbased organization originating united states department agricultures 12year marketing assistance project providing economic development solutions caucasus card dedicated reducing rural poverty increasing standard living clients offering comprehensive integrated package market farmerdriven services including marketing rural development credit place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,ardinnotech llc title software developer term full time location yerevan armenia job description incumbent develop software systems according clients requirements continue debugging enhancing maintaining developed systems primary responsibilities include data analyzing skills combination developing debugging database driven web based enterprise level software using c programming language sql job responsibilities develop software code based existing design constantly update technical knowledge skills employ good code writing style includes proper naming sufficient comments update write technical documentation codes algorithms work productively key member software development team actively participate discussions regarding technical issues required qualifications least 1 year working experience cnet bachelors higher degree computer sciences physics mathematics related disciplines good grades undergraduate studies strong problemsolving skills ability successful member team strong knowledge c microsoft net framework 40 silverlight aspnet mvc3 ef wcf working experience mvc mvvm patterns working experience programming user interfaces working experience relational databases sql language ability develop efficient codes familiarity algorithms ability estimate algorithm complexity familiarity data structures good english language skills including reading writing speaking flexibility learning applying different programming languages technologies efficiency use memory cpu time ability travel usa countries work team members desired qualifications familiarity java c object oriented programming languages familiarity javascript related frameworks jquery yui etc ability write programs using different programming languages environments familiarity different web development technologies ajax html css etc familiarity architectural design patterns remuneration salary highly competitive salary based tests interview results experience application procedures interested candidates email cvs inquiries nahapetyanarmen armen nahapetyan please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 09 april 2014 application deadline 08 may 2014 company ardinnotechs head office based florida usa main specialization company developing licensing largescale computer models software place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
project manager,save children international armenian representative office title project manager term full time open eligibility criteria qualified candidates start date time june 2014 location yerevan armenia job description project manager pm responsible coordination oversight ro disaster risk reduction drr emergency response er program portfolio ro particular pm provide leadership management responsibility ensure successful implementation dipechofunded disaster risk reduction project armenia oversee planning implementation monitoring project activities coordinate georgia ro team pm perform active networking coordination dipecho partners country well sc offices georgia central asia sharing knowledge experience drr job responsibilities develop work plans implementation schedules provide management oversight coordination programmatic activities target provinces yerevan work closely regional rescue teams disaster management committees dmc local stakeholders mobilize resources coordinate activities ensure active participation beneficiaries stakeholders act budget holder drr er projects review projects expenditures monthly basis ensure timely spending project budgets ensure expenses reasonable allowable allocable prepare expenses estimates upcoming month submit cash request finance unit monthly basis work closely procurement staff ensure timely procurement good services projects related activities provide technical assistance guidance dmcs development implementation small scale mitigation projects community contributions support development disaster management plans ensure preparedness including evacuation safe shelterseeking exercises part institutions emergency plans work closely training development officer design conduct trainings target groups various drr topics work staff develop tools systems evaluation projects outcomes impact support work staff provide necessary information help liaise beneficiaries authorities prepare periodic narrative reports donors focusing outcomes impact rather activities work finance unit prepare timely accurate statement budgets vs actuals perform budget analysis necessary provide input success stories sc bimonthly newsletters pr materials ensure effective networking coordination organizations implementing drrer projects work closely ministry education science ministry emergency situations drr national platform unicef oxfam armenia red cross coordinate programmatic activities partners attend un dmt drr national platform meetings jointly senior manager pi review update ro emergency preparedness plan regular basis familiar sci epp essential standards sc response priorities backstopping sr manager pi role ep focal point delivering specific tasks hisher request provide assistance regard drr er needed required qualifications masters degree advanced degree social sciences related field proven experience planning designing implementation donorfunded activities programs experience eu us funded projects plus proven experience drr ep projects highly desirable experience communitybased projects work special institutions boarding schools plus excellent analytical organizational skills demonstrated management financial oversight skills excellent interpersonal leadership skills including patience diplomacy willingness listen respect colleagues capable working individually part team flexibility willingness perform duties work irregular hours proficient use ms office ms word excel data processing excellent writing advanced presentation skills english armenian languages ability develop content rich quality periodic reports donors application procedures interested candidates asked send cover letter cv annakhachaturyan mention project manager subject line message shortlisted candidates invited interviews please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 09 april 2014 application deadline 22 april 2014 company save children established presence armenia 1993 mission achieve immediate lasting change childrens lives additional notes save children international needs keep children safe selection process reflects organizations commitment protection children abuse place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
systems administrator,filuet armenia cjsc title systems administrator term part time open eligibility criteria interested candidates start date time asap duration long term 3 months probation period location yerevan armenia job description filuet armenia seeking qualified systems administrator job responsibilities provide technical support users basic computer related technical problems switch connect restart network server hardware according instructions department moscow office install administrate server network equipment health monitoring restoration failures configure monitor backup monitoring responsible installation setup computers software user workstations network setup installation configuration office equipment health monitoring disaster recovery responsible setting email services antivirus antispam protection responsible network support excluding cabling network availability tests onsite b network equipment restart c network equipment substituting physical installation connecting telephony internet providers communication visit office least week always available phone required qualifications least 3 years experience related field ability communicate english russian languages knowledge windows os xp720032008 experience solving computer related problems good communication interpersonal organization skills knowledge network protocols dns dhcp tcp ip knowledge protocols vpn mail http proxy opportunity drive office within 115 hours remuneration salary competitive depending previous experience skills application procedures qualified applicants encouraged submit cvs russian english languages toandreytarasov clearly mentioning position applied subject line email please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 11 april 2014 application deadline 10 may 2014 company filuet armenia privately owned logistics service provider company additional notes employment contract signed place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,systrotech llc title software developer location yerevan armenia job description software developer contribute companys range line business applications including products developed international markets custom jobs done specific customers company looking smart people committed delivering highquality software also interested understanding various types businesses analyzing needs providing right solutions required qualifications bachelors masters degree computer science related discipline good logical mathematical skills ability work team pressure ability work independently required excellent interpersonal skills good technical command english language remuneration salary competitive application procedures interested candidates follow instructions apply download application form attached vacancy fill application form send email jobs shortlisted successful applicants filled standard systrotech application form considered contacted phone calls personal visits please please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 11 april 2014 application deadline 10 may 2014 company systrotech llc software development erp consulting company founded 2001 yerevan attachments following attachments announcement downloaded fromhttpwwwcareercenteramccdspannphpid20300 1 application form systrotech application formdoc 54k place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
systems administrator,abc domain llc title systems administrator location yerevan armenia job description abc domain llc seeking qualified systems administrator job responsibilities manage maintain hosting service components work collaboratively effectively team projects flexible learning new technologies required qualifications least 3 years experience related field university degree technical field plus strong knowledge linux centos debian os knowledge services protocols apache http ftp pop3 imap smtp dns knowledge php html mysql experience cpanel whm plus good communication interpersonal organization skills experience computer networking ethernet ip vlans telecomm plus ability communicate english russian languages good problemsolving skills ability work independently analytical skills creative problemsolving abilities strong attention detail ability work stress team player remuneration salary competitive based work experience application procedures interested candidates asked send resumes hosting please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 21 april 2014 application deadline 30 april 2014 place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
project manager,center agribusiness rural development card foundation title project manager term full time open eligibility criteria interested qualified candidates duration long term location yerevan armenia job description project manager manage usaidfunded projects rural economic development areas job responsibilities lead administrative programmatic operational implementation projects manage relations partners subgrantees international local coordinate project activities among diverse group stakeholders beneficiaries including limited target community leadership public private organizations operating communities related government bodies international donor community supervise ensure timely project implementation technical reliability monitor project activities ensure quality compliance donor requirements make sure necessary regulatory compliance directives implemented proper policies procedures enforced recommend policies procedures improve project implementation efficiency quality supervise project staff assign roles responsibilities manage performance interface appropriate stakeholder officials facilitate external interactions project participants partners coordinate activities partners subgrantees way creates synergy take responsibility reporting donors card management demonstrate diplomacy leadership foster atmosphere teamwork productivity creativity fairness equity innovation coordinate work designated activity leaders required qualifications masters degree least five years relevant experience desirably us government world bank eu funded projects good knowledge international donor regulations procurement procedures systems managing project multiple partners customers strong people management skills ability provide guidance support strong communication oral written strong interpersonal skills ability develop excellent relations donor officials key local stakeholders demonstrated knowledge armenias rural sector socioeconomic conditions government donor community policies economic development rural armenia excellent oral written communication skills english language application procedures interested candidates asked send cover letter cv highlighting relevant experience cardjobs deliver hard copy card office 12140 azatutyan avenue please clearly indicate position apply phone calls please selected eligible candidates contacted interview please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 15 may 2014 application deadline 23 may 2014 company card impactbased organization originating united states department agricultures 12year marketing assistance project providing economic development solutions caucasus card dedicated reducing rural poverty increasing standard living clients offering comprehensive integrated package market farmerdriven services including marketing rural development credit place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,haypost cjsc title software developer open eligibility criteria qualified candidates duration long term location yerevan armenia job description haypost cjsc looking qualified motivated software developer job responsibilities develop web desktop applications accordance given technical functional specifications assure full conformance source codes provided coding standards read understand modify existing code work part software development team communicate clients management team members effectively required qualifications bachelors degree computer sciences related discipline higher degree plus experience software development c visual basic php soap database development experience adonet ms sql server 2008r2 tsql mysql 2 years professional work experience knowledge english russian languages good knowledge concepts characteristic features objectoriented programming algorithmic knowledge problemsolving analytical skills selfmotivated passionate adaptable personality ability work efficiently minimal supervision application procedures interested candidates meet requirements position kindly requested submit cvs hrmanager subject field message title software developer please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 27 may 2014 application deadline 26 june 2014 place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
web developer,joomag llc title web developer announcement code jam718 term full time start date time asap duration long term location yerevan armenia job description joomag llc seeking motivated highlyskilled web developer candidate expert javascript css php thrive quality passionate job responsibilities lead development efforts largescale webbased projects ensuring robust lasting solutions implemented work closely web mobile designers translate designs websites apps html emails interactive experiences test debug build code works across multiple browsers digital platforms maintain existing javascript libraries making sure support engineering creative needs companys website make innovations build things people blog required qualifications strong knowledge modern web standards html5 css3 javascript jquery experience ability write plugins experience php objectoriented design mvc architecture frameworks development experience mysql experience responsive design jquery mobile approaches used designed mobile users experience subversion git source control tools knowledge typography whitespace details occur intersection design code ability work independently part team basic knowledge adobe photoshop knowledge design patterns good knowledge english language remuneration salary highly competitive depending previous experience skills application procedures interested qualified candidates invited send cvs resumes hrarmenia please indicate announcement code subject field message please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 03 june 2014 application deadline 02 july 2014 company joomag llc digital publishing company information found wwwjoomagcom place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
java developer,damaris llc title java developer location yerevan armenia job description damaris llc looking qualified java developer participate damaris 3g developments job responsibilities participate damaris web projects responsible development backend frontend required qualifications 12 years work experience experience team working good knowledge oop principles good knowledge mvc pattern ability work multiple tasks prioritize personal workload ability handle whole project lead small team good knowledge jsp servlet j2ee jsf hibernate spring good knowledge javascript html css knowledge struts html5 desirable database proficiency sqlserver oracle desirable application procedures interested candidates send last updated resume hr please mention subject line position applying please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 09 june 2014 application deadline 08 july 2014 company damaris llc local branch damaris france company providing software archiving package different companies europe place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
project manager,betarchitect llc title project manager term full time start date time asap duration permanent location yerevan armenia job description betarchitect llc looking project manager engaged different long term projects job responsibilities conduct complete cycle works projects management within framework create communication data centers define road map project coordinate communicating departments involved operating system marketing support realize analyses initiated projects determine need implementation participate selection technical solution supplier agree resources arrange project schedule control project schedule fulfillment launch service experience commercial operation control results launched product experience commercial operation introduced changes modifications launch commercial operation realize analyses new ideas projects demand separate services products types conduct consultations instructions implemented projects realize control business processes procedures follow providing subscribers services required qualifications masters degree computer science related field least 3 years experience project management good knowledge information technology software products planning conducting works analysis experience initiative decision making skills good communication presentation skills ability interact potential customers partners worldwide professional manner advanced computer skills good knowledge english language remuneration salary based qualifications experience medical insurance bonus program personal training plan application procedures interested candidates asked send resume cv english language directly hr please indicate project manager subject line email shortlisted candidates interviewed please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 20 june 2014 application deadline 19 july 2014 company betarchitect llc software development company aims build various software solutions targeted specific international market segments information please visit wwwbetarchitectcom place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,iunetworks llc title software developer term full time start date time asap duration long term location yerevan armenia job description iunetworks llc looking software developer t5 servers division take part design implementation advanced software products iptv backend recorder stream servers job responsibilities specific work elements job include limited design implement advanced software products iptv backend recorder stream servers contribute quality coding assure conformance source codes set standards participate cycles software design development required qualifications university degree computer sciences telecommunications engineering related fields 3 years experience designing developing software products good c stl programming skills good knowledge ood familiarity design patterns knowledge linux w development nix platforms knowledge exposure boost boost asio highly appreciated ability work little supervision good team player previous experience working high performance time critical projects highly appreciated good knowledge data structures algorithms well complexities ability read write technical specifications english language good communication skills ability effectively interact crossfunctional teams fast learning skills remuneration salary competitive salary based skills experience medical insurance biannual company events perfect team qualified professionals application procedures interested candidates asked apply job sending cvs job please mention name position applying subject line letter please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 23 june 2014 application deadline 06 july 2014 company iunetworks llc information technology company founded march 2008 place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,doublequad llc title software developer duration long term location yerevan armenia job description doublequad looking qualified software developer participate various projects remote position required qualifications university degree computer science information technology related field ability understand use objectoriented programming including design patterns understanding database theory strong knowledge pl sql sql dbms oracle 9i 10g 11g confidence designing relational databases confidence creating server objects confidence creating queries understanding mechanisms optimization tracing understanding clientserver architecture thorough knowledge one following technologies experience another one borland embarcadero delphi knowledge borland pascal programming language vcl base classes knowledge development win32 64 gui projects console applications dll projects bpl projects understanding mechanism structured exception handling ability successfully work borland embarcadero delphi development environment b microsoft net framework knowledge c aspnet framework web forms programming language confident development win forms projects class library projects aspnet web sites understanding web applications functioning architecture ability successfully work microsoft visual studio development environment ability work team accept follow existing development standards ability write efficient clear simple code understandable others without explanation ability willingness learn new technology passion sociability knowledge english language sufficient reading technical documentation good knowledge russian language sufficient oral written communication remuneration salary competitive application procedures interested candidates encouraged submit cv contact note software developer subject line please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 24 june 2014 application deadline 23 july 2014 place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
project manager,systems llc title project manager term full time start date time asap duration long term location yerevan armenia job description systems llc seeking experienced project manager development features projects ordered clients job responsibilities effectively communicate client side perform indepth business analysis client needs create system requirements specification project plan supporting documentation execute project plan revise appropriate meet changing needs requirements manage daytoday operational aspects project scope identify resources needed assign individual responsibilities review deliverables prepared team passing client ensure quality assurance procedures perform project risk management activities facilitate sprint meetings planning demo daily scrum challenge improve development process coordinate release activities evaluate coach performance discipline teamwork required qualifications project management experience software development experience management several projects parallel excellent knowledge english language strong communication prioritization organization time management delegation skills flexibility customer orientation higher education computer science technical education preferred team player remuneration salary highly competitive depending previous experience skills application procedures interested qualified candidates welcome send cvs info please indicate position title subject field message shortlisted candidates interviewed please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 26 june 2014 application deadline 25 july 2014 company systems llc new software technology company develops web mobile products heavy traffic place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,haypost cjsc title software developer open eligibility criteria qualified candidates duration long term location yerevan armenia job description haypost cjsc looking qualified motivated software developer job responsibilities develop web desktop applications accordance given technical functional specifications assure full conformance source codes provided coding standards read understand modify existing code work part software development team communicate clients management team members effectively required qualifications bachelors degree computer sciences related discipline higher degree plus experience software development c visual basic php soap database development experience adonet ms sql server 2008r2 tsql mysql 2 years professional work experience knowledge english russian languages good knowledge concepts characteristic features objectoriented programming algorithmic knowledge problemsolving analytical skills selfmotivated passionate adaptable personality ability work efficiently minimal supervision remuneration salary competitive based previous experience background well market demands application procedures interested candidates meet requirements position kindly requested submit cvs hrmanager subject field message title software developer please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 01 july 2014 application deadline 31 july 2014 place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,ardinnotech llc title software developer term full time location yerevan armenia job description incumbent develop software systems according clients requirements continue debugging enhancing maintaining developed systems primary responsibilities include data analyzing skills combination developing debugging database driven web based enterprise level software using c programming language sql job responsibilities develop software code based existing design constantly update technical knowledge skills employ good code writing style includes proper naming sufficient comments update write technical documentation codes algorithms work productively key member software development team actively participate discussions regarding technical issues required qualifications least 1 year working experience c net bachelors higher degree computer sciences physics mathematics related disciplines good grades undergraduate studies strong problemsolving skills ability successful member team strong knowledge c microsoft net framework 40 silverlight aspnet mvc3 ef wcf working experience mvc mvvm patterns working experience programming user interfaces working experience relational databases sql language ability develop efficient codes familiarity algorithms ability estimate algorithm complexity familiarity data structures good english language skills including reading writing speaking flexibility learning applying different programming languages technologies efficiency use memory cpu time ability travel usa countries work team members desired qualifications familiarity java c object oriented programming languages familiarity javascript related frameworks jquery yui etc ability write programs using different programming languages environments familiarity different web development technologies ajax html css etc familiarity architectural design patterns remuneration salary highly competitive salary based tests interview results experience application procedures interested candidates email cvs inquiries nahapetyanarmen armen nahapetyan please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 09 july 2014 application deadline 08 august 2014 company ardinnotechs head office based florida usa main specialization company developing licensing largescale computer models software place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
web developer,joomag llc title web developer announcement code jam718 term full time start date time asap duration long term location yerevan armenia job description joomag llc seeking motivated highlyskilled web developer candidate expert javascript css php thrive quality passionate job responsibilities lead development efforts largescale webbased projects ensuring robust lasting solutions implemented work closely web mobile designers translate designs websites apps html emails interactive experiences test debug build code works across multiple browsers digital platforms maintain existing javascript libraries making sure support engineering creative needs companys website make innovations build things people blog required qualifications strong knowledge modern web standards html5 css3 javascript jquery experience ability write plugins experience php objectoriented design mvc architecture frameworks development experience mysql experience responsive design jquery mobile approaches used designed mobile users experience subversion git source control tools knowledge typography whitespace details occur intersection design code ability work independently part team basic knowledge adobe photoshop knowledge design patterns good knowledge english language remuneration salary highly competitive depending previous experience skills application procedures interested qualified candidates invited send cvs resumes hrarmenia please indicate announcement code subject field message please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 22 july 2014 application deadline 20 august 2014 company joomag llc digital publishing company information found wwwjoomagcom place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
project manager,ekeng cjsc title project manager term full time start date time asap duration permanent location yerevan armenia job description incumbent take lead ownership product responsible planning monitoring controlling project objective delivering time scope within budget project manager define projects scope objectives deliverables oversee quality control throughout life cycle direct coordinate resources stakeholders ensure project results conform quality time budgetary stipulations job responsibilities project manager responsible limited plan project order accomplish goals within constraints time cost agreed quality standards direct manage project daytoday basis identify manage project dependencies critical path indentify project risks define strategies risk mitigation contingency planning change management monitor document project progress coordinate communication project stakeholders required qualifications masters degree business administration economics computer science related field least 4 years experience project management least 2 years project management proven ability coordinate projects skills building consensus stakeholders work experience egovernance projects government side plus strong analytical skills experience gathering compiling documenting user functional system technical requirements specifications proven ability work several projects simultaneously tight schedules solid organizational management skills ability assume responsibility interface communicate effectively others fluency armenian russian english languages remuneration salary highly competitive application procedures interested candidates asked submit cvs info clearly mentioning subject line position applying please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 06 august 2014 application deadline 15 august 2014 company egovernance infrastructure implementation unit cjsc ekeng established 2009 government republic armenia responsible technical implementation esociety armenia information please visit wwwekengam place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
web developer,rosgosstrakharmenia icjsc title web developer term full time start date time asap duration long term location yerevan armenia job description incumbent must experience object oriented programming developing client server applications job responsibilities develop design software systems company analyze new software requirements perform objectoriented analysis design testing create reports db receivable including technical requirements documents use cases diagrams class diagrams activity diagrams package diagram project estimates required qualifications least 2 years work experience database design development optimization technology excellent knowledge c aspnet sql pl sql knowledge php mysql javascript ajaxjquery good knowledge armenian russian languages knowledge technical english language problemsolving decisionmaking skills good time management organizational skills knowledge accounting plus remuneration salary competitive benefits include comprehensive medical insurance application procedures apply candidates asked send resume hr please mention position title web developer subject line please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 07 august 2014 application deadline 06 september 2014 company rosgosstrakh armenia insurance cjsc established within framework implementation cis market entry strategy rosgosstrakh russia information please visit website wwwrgsam place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
web developer,gavr title web developer term full time start date time asap duration long term location yerevan armenia job description gavr seeking highly motivated web developer become part companys team contribute aspects ongoing software development initiation developing testing launching job responsibilities lead development efforts largescale webbased projects ensuring robust lasting solutions implemented test debug build code works across multiple browsers digital platforms write clean well designed code troubleshoot test maintain core product software databases ensure strong optimization functionality maintain existing javascript libraries making sure support engineering creative needs companys website make innovations build things people blog required qualifications strong knowledge php mysql 2 years software development experience php bs ms degree computer science engineering related subject demonstrable knowledge web technologies including html css javascript experience subversion git source control tools experience apache web server knowledge typography whitespace details occur intersection design code knowledge oop design patterns desired skills experience endtoend product testing ability work independently part team passion best design coding practices desire develop new bold ideas passionate energetic collaborative positive approach achieving company growth objectives responsible disciplined personality resultoriented initiative personality knowledge php frameworks plus experience linux plus excellent knowledge english language remuneration salary highly competitive depending previous experience skills application procedures interested qualified candidates invited send cvs resumes hr please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 18 august 2014 application deadline 17 september 2014 company gavr technological turnkey solutions software provider security coding security printing epublishing gis programming place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
java developer,item llc title java developer open eligibility criteria qualified candidates duration permanent 2 month probation period location yerevan armenia job description incumbent join software development team work software projects job responsibilities participate stages web application design development responsible software development new applications predeveloped java applications required qualifications least 3 years java programming experience extensive knowledge web front end technologies apache wicket struts 2 jsf extensive knowledge mysql hibernate experience backend development individual application development experience mq jms experience jasperreports poi library good knowledge english language ability manage time work load project progress without supervision remuneration salary highly competitive depending skills qualifications application procedures interested candidates send cvs tojobs please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 22 august 2014 application deadline 21 september 2014 place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
